file	speech	m_pitch	min_pit	max_pit	sd_pit	range_pit	convo	comfort	sing	inform	read	imperative	question	vocalplay	noisy	age	gender	coder	ID					
W-955_pass1__793_26.wav	CDS	235.3725958	197.302619	324.2783379	36.40270303	126.9757189	0	0	0	1	0	0	0	0	0	3	FEMALE	giselle	W955					
W-955_pass1__793_3.wav	CDS	269.1334827	174.3809175	492.3515582	117.5508183	317.9706407	0	1	0	0	0	0	0	0	0	3	FEMALE	giselle	W955					
W-955_pass1__793_41.wav	CDS	282.5210106	157.1917746	623.9168024	93.21205958	466.7250278	0	0	0	0	0	1	0	0	0	3	FEMALE	giselle	W955					
W-955_pass1__793_45.wav	CDS	285.6063521	167.6520548	382.2731267	32.07624222	214.6210719	0	0	0	0	0	1	0	0	1	3	FEMALE	giselle	W955					
W-955_pass1__793_7.wav	CDS	275.9173321	181.3980179	394.0201237	74.17941655	212.6221058	0	0	0	0	0	0	0	0	1	3	FEMALE	giselle	W955					
W-973_pass1__707__1.wav	CDS	193.2748054	99.0694525	317.7940879	77.89904467	218.7246354	0	0	0	0	0	0	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__10.wav	CDS	174.7881913	116.6602075	230.4229121	25.90300101	113.7627047	0	0	0	0	0	0	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__12.wav	CDS	197.7474376	98.33761777	307.0028035	52.13096458	208.6651857	0	0	0	1	0	0	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__13.wav	CDS	246.6239402	139.024022	317.80214	62.59223339	178.7781179	0	0	0	0	0	0	1	0	0	3	MALE	amy	W973					
W-973_pass1__707__14.wav	CDS	296.0738989	140	342.5387954	38.46243375	202.5387954	0	0	0	0	0	0	1	0	0	3	MALE	amy	W973					
W-973_pass1__707__17.wav	CDS	256.9161258	196.8536881	312.5900186	30.96532477	115.7363305	0	0	0	0	0	0	1	0	0	3	MALE	amy	W973					
W-973_pass1__707__20.wav	CDS	157.0690957	143.5172118	159.9914522	4.916440818	16.47424047	0	0	0	0	0	1	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__26.wav	CDS	280.83707	264.287162	300.8528831	14.66300488	36.56572108	0	0	0	0	0	1	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__27.wav	CDS	178.4011064	98.75721976	276.1773658	57.55322601	177.4201461	0	0	0	0	0	1	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__29.wav	CDS	156.8148655	100.7973575	221.3781007	34.32592369	120.5807432	0	0	0	0	0	1	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__31.wav	CDS	229.7114497	140.4077751	283.3298293	50.5365386	142.9220541	0	0	0	0	0	0	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__33.wav	CDS	178.6439213	99.60300151	292.0303034	54.06377294	192.4273019	1	0	0	0	0	0	1	0	0	3	MALE	amy	W973					
W-973_pass1__707__35.wav	ADS	141.88768	116.5980176	204.7313923	22.26524413	88.13337474	0	0	0	1	0	0	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__38.wav	CDS	196.0319646	178.4163693	218.6726904	10.25065027	40.25632103	0	0	0	0	0	0	0	0	1	3	FEMALE	amy	W973					
W-973_pass1__707__40.wav	CDS	325.6730369	179.839728	473.5831231	98.22186422	293.7433952	0	0	0	1	0	0	0	0	0	3	FEMALE	amy	W973					
W-973_pass1__707__42.wav	ADS	139.0730059	100.1280221	233.7486304	36.23279248	133.6206083	0	0	0	1	0	0	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__43.wav	ADS	221.7608026	157.9791348	301.9326706	37.12829157	143.9535359	0	0	0	1	0	0	0	0	0	3	FEMALE	amy	W973					
W-973_pass1__707__46.wav	CDS	328.8719493	124.8659185	450.0755499	68.49955906	325.2096315	0	0	0	0	0	0	1	0	0	3	FEMALE	amy	W973					
W-973_pass1__707__49.wav	CDS	276.3165954	229.8450832	369.8872642	47.48510657	140.042181	0	0	0	0	0	0	0	0	1	3	FEMALE	amy	W973					
W-973_pass1__707__51.wav	CDS	285.9544957	261.8648454	316.2904026	11.60226589	54.4255572	0	0	0	0	0	0	1	0	0	3	FEMALE	amy	W973					
W-973_pass1__707__6.wav	CDS	157.429518	99.48306436	199.191971	27.32260057	99.70890668	0	0	0	1	0	0	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__8.wav	CDS	172.6582397	99.07440222	233.8160153	32.93645063	134.741613	0	0	0	1	0	0	0	0	0	3	MALE	amy	W973					
W-973_pass1__707__9.wav	CDS	122.7434433	93.66198356	198.1322858	22.99377675	104.4703022	0	0	0	1	0	0	0	0	0	3	MALE	amy	W973					
